crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield,production_qt,annual_rainfall_qt,fertilizer_qt,pesticide_qt,yield_qt,state_Arunachal Pradesh,state_Assam,state_Bihar,state_Chhattisgarh,state_Delhi,state_Goa,state_Gujarat,state_Haryana,state_Himachal Pradesh,state_Jammu and Kashmir,state_Jharkhand,state_Karnataka,state_Kerala,state_Madhya Pradesh,state_Maharashtra,state_Manipur,state_Meghalaya,state_Mizoram,state_Nagaland,state_Odisha,state_Puducherry,state_Punjab,state_Sikkim,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal,season_Kharif     ,season_Rabi       ,season_Summer     ,season_Whole Year ,season_Winter     ,nitrogen_mean,nitrogen_median,nitrogen_std,phosphorus_mean,phosphorus_median,phosphorus_std,potassium_mean,potassium_median,potassium_std,temperature_mean,temperature_median,temperature_std,humidity_mean,humidity_median,humidity_std,ph_mean,ph_median,ph_std,rainfall_mean,rainfall_median,rainfall_std,nitrogen_cbrt_mean,nitrogen_cbrt_median,nitrogen_cbrt_std,phosphorus_cbrt_mean,phosphorus_cbrt_median,phosphorus_cbrt_std,potassium_log1p_mean,potassium_log1p_median,potassium_log1p_std,temperature_scaled_mean,temperature_scaled_median,temperature_scaled_std,humidity_qt_mean,humidity_qt_median,humidity_qt_std,ph_cbrt_mean,ph_cbrt_median,ph_cbrt_std,rainfall_cbrt_mean,rainfall_cbrt_median,rainfall_cbrt_std,waste_max_harvest,waste_max_post-harvest,waste_max_storage,waste_mean_harvest,waste_mean_post-harvest,waste_mean_storage,waste_median_harvest,waste_median_post-harvest,waste_median_storage,waste_min_harvest,waste_min_post-harvest,waste_min_storage,waste_std_harvest,waste_std_post-harvest,waste_std_storage,post_harvest_waste_pct,log1p_production,log1p_fertilizer,log1p_pesticide,log1p_area,n_ratio,p_ratio,k_ratio,npk_balance,soil_fertility,temp_humidity_index,aridity_index,ph_optimality,crop_category,crop_cat_Fruit/Vegetable,crop_cat_Grain,crop_cat_Oil,crop_cat_Other,crop_cat_Pulse,is_kharif,is_rabi,is_summer,decade,years_since_min,effective_yield,waste_per_area
Ragi,2015,Whole Year ,Kerala,64.0,76,2602.9,10106.24,21.12,1.1875,-1.4678604169994043,1.352622764219689,-1.5113790580840392,-1.4926865111158458,0.2756944187159562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.89,80.0,11.917981491355107,47.580000000000005,47.0,7.904965834744946,39.87,40.0,2.9461668299502297,23.6893322105,23.73483675,2.0312719543716655,82.2728215389,82.18935719500001,1.4183811592213094,6.425470922140001,6.363803588,0.7686920011810564,208.094939267,213.84124050000003,9.933476550650926,4.296092836876323,4.308794568974216,0.21718422978790072,3.6123104279924014,3.608826080138695,0.20377972245518897,3.707822109322588,3.7135720667043075,0.07213909328336732,23.6893322105,23.73483675,2.0312719543716655,0.18145565894798288,0.17321448244491786,0.1422601461146989,1.8561327734751145,1.8531287288027605,0.07466003457169142,5.924345332583058,5.979944523782247,0.0966572121566567,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,4.343805421853684,9.221007277711402,3.096482176654134,4.174387269895637,0.47741125851559696,0.2843313015417713,0.23825743994263174,0.7118441496354727,0.7246144309007954,19.489882013301823,8.428536563597307,0.9751569740466669,Other,False,False,False,True,False,0,0,0,2010,18,1.1468705999664823,0.04062940003351768
Small millets,2003,Kharif     ,Gujarat,6800.0,2100,902.5,673064.0,1632.0,0.3088235294117647,-0.5467003923959778,-0.7765277585872264,-0.22452807491021426,-0.1474093876709091,-1.548190612113693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,59.34333333333333,58.833333333333336,7.868600981596299,19.79,20.0,2.9415003386748473,24.485111475466667,24.674208643333333,2.04633021209655,75.9077311889,75.90560062166666,3.224186863474665,6.2181846082600005,6.2058154955000004,0.48400770709357516,132.49630244336666,134.10684778833334,11.62632161389836,4.257216638472076,4.235823584254893,0.21815305988173553,3.862252076482973,3.860782746301515,0.1814388402644189,3.0244730247473885,3.044522437723423,0.1425320619371636,24.485111475466667,24.674208643333333,2.04633021209655,-0.07626428635593589,-0.09730402550855743,0.17927092123641705,1.8372907744894649,1.837535584989831,0.04756328317063282,5.0028802487106825,5.0226884968844026,0.16934818356673034,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,7.650168700845001,13.419597186429646,7.398174092970465,8.824824939175638,0.4956233534460781,0.37823999320132573,0.12613665335259625,0.5856066400385257,0.6316103870747724,18.586092600099743,5.198968918417904,0.9060615360866668,Other,False,False,False,True,False,1,0,0,2000,6,0.2982573696507261,0.010566159761038654
Groundnut,2011,Kharif     ,Uttar Pradesh,92243.0,92347,777.4,15452547.36,30440.19,1.0011274568259922,0.5763333738678951,-1.0752065081884394,0.8195517816678487,0.8126367673152578,0.016888446485787995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,59.629999999999995,59.333333333333336,7.903778424111928,19.79,20.0,2.9415003386748473,24.051735375366665,24.377415146666667,2.2623594475503874,70.18087382483333,70.27709661666667,4.567626009622622,6.158090875013333,6.1709412805,0.3653374691265557,91.38698524203333,90.65028537666666,13.497609002963351,4.257216638472076,4.235823584254893,0.21815305988173553,3.8694809485043873,3.8734318688698255,0.18172155927702197,3.0244730247473885,3.044522437723423,0.1425320619371636,24.051735375366665,24.377415146666667,2.2623594475503874,-0.2932150542041773,-0.30000418204908824,0.19698312362025072,1.8321315624193322,1.8341316882618088,0.036227373757197624,4.486898629086832,4.486144041543761,0.22707897957196002,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,11.433319328652216,16.553284490101348,10.32355190450979,11.432192519137132,0.49471942995292034,0.37937396615345464,0.12590660389362515,0.5851465411205835,0.6327755566340403,16.87971805646888,3.6479303278883437,0.8860302916711111,Oil,False,False,True,False,False,1,0,0,2010,14,0.966874650149848,0.034252806676144366
Other kharif pulses,1999,Kharif     ,Madhya Pradesh,761107.0,232027,1222.9,80776285.91,205498.89,0.30485463936082574,0.8575365580075766,-0.04015698873376523,1.504243245559155,1.6305437252143444,-1.3101719113683816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825624,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,12.35461333302121,18.20719400158135,12.233200777638478,13.542530545302593,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Other,False,False,False,True,False,1,0,0,1990,2,0.2944242721232133,0.010430367237612424
Masoor,2014,Rabi       ,Manipur,560.0,471,987.5,84537.6,184.8,0.8410714285714286,-1.0067587841041408,-0.5510434046274859,-0.9557226930980667,-0.9102603715987526,-0.27830168756579526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,59.629999999999995,59.333333333333336,7.903778424111928,19.79,20.0,2.9415003386748473,24.051735375366665,24.377415146666667,2.2623594475503874,70.18087382483333,70.27709661666667,4.567626009622622,6.158090875013333,6.1709412805,0.3653374691265557,91.38698524203333,90.65028537666666,13.497609002963351,4.257216638472076,4.235823584254893,0.21815305988173553,3.8694809485043873,3.8734318688698255,0.18172155927702197,3.0244730247473885,3.044522437723423,0.1425320619371636,24.051735375366665,24.377415146666667,2.2623594475503874,-0.2932150542041773,-0.30000418204908824,0.19698312362025072,1.8321315624193322,1.8341316882618088,0.036227373757197624,4.486898629086832,4.486144041543761,0.22707897957196002,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,6.156978985585555,11.344963513775474,5.224670826379739,6.329720905522696,0.49471942995292034,0.37937396615345464,0.12590660389362515,0.5851465411205835,0.6327755566340403,16.87971805646888,3.6479303278883437,0.8860302916711111,Other,False,False,False,True,False,0,1,0,2010,17,0.8122948159161101,0.028776612655318536
Small millets,2019,Rabi       ,Andhra Pradesh,3966.0,3990,899.2,681200.16,1467.42,1.006051437216339,-0.3602921846804582,-0.7867445291708417,-0.21947674452596305,-0.18568319213597678,-0.1546161919150587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,59.629999999999995,59.333333333333336,7.903778424111928,19.79,20.0,2.9415003386748473,24.051735375366665,24.377415146666667,2.2623594475503874,70.18087382483333,70.27709661666667,4.567626009622622,6.158090875013333,6.1709412805,0.3653374691265556,91.38698524203333,90.65028537666666,13.497609002963351,4.257216638472076,4.235823584254893,0.21815305988173553,3.8694809485043873,3.8734318688698255,0.18172155927702197,3.0244730247473885,3.044522437723423,0.1425320619371636,24.051735375366665,24.377415146666667,2.2623594475503874,-0.2932150542041773,-0.3000041820490883,0.19698312362025075,1.8321315624193322,1.8341316882618088,0.036227373757197624,4.486898629086832,4.486144041543761,0.22707897957196002,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,8.291797105048733,13.431612930646496,7.291942271796882,8.28576542051433,0.49471942995292034,0.37937396615345464,0.12590660389362515,0.5851465411205835,0.6327755566340403,16.87971805646888,3.6479303278883437,0.8860302916711111,Other,False,False,False,True,False,0,1,0,2010,22,0.9716301603346901,0.034421276881648866
Urad,2014,Rabi       ,Puducherry,171.0,174,1330.0,25814.16,56.43,1.0175438596491229,-1.2556585113688148,0.1816519767075725,-1.2901253885874149,-1.2481425973328295,-0.017277831504764175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.839999999999996,47.833333333333336,7.9841830885967715,19.79,20.0,2.9415003386748473,26.158674229499997,26.187829001666667,1.6151218090204382,85.82507197536667,85.79117937833333,2.303397006741574,6.12864207619,6.116324888166666,0.4423247582996581,162.47309513669998,163.6163042,15.766201252889408,4.257216638472076,4.235823584254893,0.21815305988173553,3.4809740288579083,3.476200626040343,0.2636334717738392,3.0244730247473885,3.044522437723423,0.1425320619371636,26.158674229499997,26.187829001666667,1.6151218090204382,0.6882755178298235,0.7053296651111345,0.3643450719507508,1.8285020056835488,1.8286237960279008,0.043719158444094484,5.402180815534582,5.419683734316336,0.17936233690222803,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,5.1647859739235145,10.158717195241472,4.0505668148762055,5.147494476813453,0.5311838240316963,0.3336293462668215,0.13518682970148235,0.6037069927362979,0.5889191163625287,22.450700985270064,5.982364741509372,0.8762140253966667,Other,False,False,False,True,False,0,1,0,2010,17,0.9827293783646313,0.034814481284491605
Urad,2010,Kharif     ,Andhra Pradesh,82317.0,46191,1297.0,13673676.87,19756.08,0.5611356098983199,0.37781751941133507,0.07534534997376305,0.7717491000430983,0.6539668009151738,-0.9839955760584037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.839999999999996,47.833333333333336,7.9841830885967715,19.79,20.0,2.9415003386748473,26.158674229499997,26.187829001666667,1.6151218090204382,85.82507197536667,85.79117937833333,2.303397006741574,6.12864207619,6.116324888166666,0.4423247582996581,162.47309513669998,163.6163042,15.766201252889408,4.257216638472076,4.235823584254893,0.21815305988173553,3.4809740288579083,3.476200626040343,0.2636334717738392,3.0244730247473885,3.044522437723423,0.1425320619371636,26.158674229499997,26.187829001666667,1.6151218090204382,0.6882755178298235,0.7053296651111345,0.3643450719507508,1.8285020056835488,1.8286237960279008,0.043719158444094484,5.402180815534582,5.419683734316336,0.17936233690222803,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,10.740561901902716,16.430983219331377,9.89126718710296,11.318345074780334,0.5311838240316963,0.3336293462668215,0.13518682970148235,0.6037069927362979,0.5889191163625287,22.450700985270064,5.982364741509372,0.8762140253966667,Other,False,False,False,True,False,1,0,0,2010,13,0.5419367861782266,0.019198823720093273
Tobacco,2018,Whole Year ,Maharashtra,460.0,803,1387.4,74612.0,161.0,1.7456521739130435,-0.84950336821044,0.29529600540403106,-0.9975164310709648,-0.9479339440183769,0.4684877102284012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825622,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,6.6895992691789665,11.22007003374445,5.087596335232384,6.133398042996649,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Cash,False,False,False,False,False,0,0,0,2010,21,1.685926026129218,0.05972614778382553
Sesamum,2001,Kharif     ,Himachal Pradesh,4475.0,2404,918.1,457031.75,1163.5,0.5372067039106145,-0.5054541187791927,-0.7249732056113146,-0.36003631197429153,-0.2632983803355382,-1.280981397513278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.15333333333333,48.0,7.975320719776203,19.79,20.0,2.9415003386748473,22.8225800103,23.141249756666667,2.46333042527934,70.81910681076666,70.932349185,4.105259451517225,6.305283455646666,6.294055158,0.5313515252470176,125.87630486433333,126.92811567666668,13.67605132878091,4.257216638472076,4.235823584254893,0.21815305988173553,3.6267681720352303,3.6341243252753155,0.2043451604803952,3.0244730247473885,3.044522437723423,0.1425320619371636,22.8225800103,23.141249756666667,2.46333042527934,-0.25244587674849994,-0.23218583063614387,0.17768455088236623,1.8458143493348496,1.846320935346716,0.051988215744821036,4.892382093335357,4.906855613100963,0.21211880416711607,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,7.785305182539862,13.032510330328364,7.060047089324396,8.406485069431817,0.5336871725652582,0.3304888929560065,0.13582393447873534,0.5992923215361503,0.5861281288135847,16.162747314467037,5.2839073185989545,0.9350944852155555,Oil,False,False,True,False,False,1,0,0,2000,4,0.5188265893220909,0.018380114588523656
Peas & beans (pulses),2016,Kharif     ,Arunachal Pradesh,646.0,618,2933.7,98999.5,226.1,0.9566563467492261,-0.9286398830572573,1.5336120376100353,-0.9045758370884324,-0.8479759886237005,-0.1529545172593018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.4,78.0,10.96827380689552,37.65,37.0,8.090902826776675,39.99,40.0,3.313562579716425,24.49614276433333,24.654870114999998,2.0321220222032284,80.73644759723334,80.81792794166667,3.1844695947841344,6.215740923576667,6.204564550666667,0.4896685764531005,155.85309755766664,156.43757208833335,17.815930967771962,4.270636877591931,4.272658681697917,0.20079507761594562,3.2454901244101655,3.249542205014143,0.28653979198981555,3.710068478552919,3.7135720667043075,0.08131254312312965,24.49614276433333,24.654870114999998,2.0321220222032284,0.5120939274372596,0.570447859983548,0.36275870159669993,1.8370255805289333,1.837409146384786,0.0481440910182827,5.291682660159256,5.303850850532895,0.22213295750261378,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,6.428105272684596,11.502880179609024,5.425390449111513,6.472346294500901,0.5024352730069213,0.24128428608049213,0.2562804409125865,0.661796120652824,0.6800974305595789,19.777315466269446,6.112810827828053,0.9052469745255557,Other,False,False,False,True,False,1,0,0,2010,19,0.9239250849330762,0.03273126181614981
Onion,1998,Summer     ,Karnataka,4797.0,55339,1260.8,473943.6,1391.13,11.536168438607463,0.4269779871088584,0.017564865040990845,-0.34576267311803455,-0.20222976087397004,1.4138110238785675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.4,78.0,10.96827380689552,37.36333333333333,36.5,8.055725384261047,39.99,40.0,3.313562579716425,24.929518864433334,24.951663611666664,1.816092786749391,86.46330496130001,86.44643194666668,1.8410304486361762,6.275834656823334,6.239438765666667,0.6083388144201199,196.962414759,199.89413450000004,15.944643578706968,4.270636877591931,4.272658681697917,0.20079507761594562,3.2382612523887513,3.236893082445832,0.2862570729772124,3.710068478552919,3.7135720667043075,0.08131254312312965,24.929518864433334,24.951663611666664,1.816092786749391,0.7290446952855011,0.7731480165240789,0.3450464992128663,1.842184792599066,1.840813043112808,0.05948000043171788,5.807664279783107,5.840395305873538,0.16440216149738407,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,10.921251253340916,13.06884571620936,7.238590227338313,8.47595444339964,0.5033600136968712,0.23988785686769676,0.25675212943543213,0.6599466392729243,0.6789322610003109,21.554885921139807,7.59606901264824,0.9252782189411114,Fruit/Vegetable,True,False,False,False,False,0,0,1,1990,1,11.141467299789591,0.39470113881787255
Rapeseed &mustard,2005,Rabi       ,Himachal Pradesh,9630.0,2800,1248.1,1154829.6,2022.3,0.29075804776739356,-0.4640071225613518,0.006272884668573728,-0.01974083288405876,-0.06921470941154843,-1.3218499154807077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825624,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,7.937731775260109,13.959464224514758,7.6124851207851485,9.172742341560864,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Other,False,False,False,True,False,0,1,0,2000,8,0.28080998457943057,0.00994806318796301
Other  rabi pulses,2013,Rabi       ,Puducherry,50.0,46,1083.2,7224.5,13.5,0.92,-1.5799683530411253,-0.33485066710560996,-1.5915654083998259,-1.6037765797256445,-0.15741860307542657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.839999999999996,47.833333333333336,7.9841830885967715,19.79,20.0,2.9415003386748473,26.158674229499997,26.187829001666667,1.6151218090204382,85.82507197536667,85.79117937833333,2.303397006741574,6.12864207619,6.116324888166666,0.4423247582996581,162.47309513669998,163.6163042,15.766201252889408,4.257216638472076,4.235823584254893,0.21815305988173553,3.4809740288579083,3.476200626040343,0.2636334717738392,3.0244730247473885,3.044522437723423,0.1425320619371636,26.158674229499997,26.187829001666667,1.6151218090204382,0.6882755178298235,0.7053296651111345,0.3643450719507508,1.8285020056835488,1.8286237960279008,0.043719158444094484,5.402180815534582,5.419683734316336,0.17936233690222803,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,3.8501476017100584,8.885371714738385,2.6741486494265287,3.9318256327243257,0.5311838240316963,0.3336293462668215,0.13518682970148235,0.6037069927362979,0.5889191163625287,22.450700985270064,5.982364741509372,0.8762140253966667,Other,False,False,False,True,False,0,1,0,2010,16,0.8885229069214011,0.03147709307859896
Other oilseeds,2004,Rabi       ,Uttarakhand,121.0,69,1219.6,13109.14,25.41,0.5702479338842975,-1.4979965988053379,-0.05648561480015194,-1.4514329996207447,-1.4506552454576187,-0.7513327030392748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825622,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,4.248495242049359,9.481141255571817,3.273742726309041,4.804021044733257,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Other,False,False,False,True,False,0,1,0,2000,7,0.5507373390008684,0.019510594883429107
